BTS ASCII format

Type:         	Force 3D tracks
Measure unit: 	N

Tracks:       	2
Frequency:    	240 Hz
Frames:       	2737
Start time:   	0.000

 Frame	  Time	    r gr.X	    r gr.Y	    r gr.Z	    l gr.X	    l gr.Y	    l gr.Z	
   611	 2.546	    22.981	   249.372	    -0.042	     0.705	   286.400	     6.252	
   612	 2.550	    24.061	   250.151	    -0.040	     1.781	   286.392	     6.262	
   613	 2.554	    23.520	   249.635	    -0.042	     2.309	   286.380	     7.342	
   614	 2.558	    22.440	   249.380	    -0.578	     1.784	   286.894	     6.266	
   615	 2.563	    22.983	   249.897	    -0.038	     1.243	   286.392	     6.257	
   616	 2.567	    22.977	   249.117	    -0.582	     1.776	   286.386	     6.799	
   617	 2.571	    22.981	   249.378	    -0.042	     1.235	   286.634	     7.335	
   618	 2.575	    24.062	   249.887	     0.496	     0.706	   287.396	     6.798	
   619	 2.579	    23.520	   249.635	    -0.042	     1.784	   287.640	     6.809	
   620	 2.583	    22.981	   249.378	    -0.042	     0.710	   287.150	     6.258	
   621	 2.588	    22.983	   249.368	     0.496	     2.326	   286.890	     5.732	
   622	 2.592	    24.063	   250.152	     0.498	     1.243	   287.137	     6.801	
   623	 2.596	    23.517	   249.110	    -0.047	     1.243	   287.142	     6.801	
   624	 2.600	    23.521	   249.371	     0.494	     0.706	   286.646	     6.254	
   625	 2.604	    24.059	   249.892	    -0.042	     1.246	   287.643	     6.805	
   626	 2.608	    22.978	   248.859	    -0.046	     1.243	   287.893	     7.345	
   627	 2.612	    23.516	   248.856	    -0.049	     2.319	   287.134	     6.810	
   628	 2.617	    22.973	   248.344	    -0.589	     1.249	   286.650	     5.721	
   629	 2.621	    23.513	   248.336	    -0.053	     1.243	   287.141	     6.801	
   630	 2.625	    22.971	   248.079	    -0.591	     1.247	   287.145	     6.263	
   631	 2.629	    24.049	   247.539	     0.475	     1.240	   286.636	     6.797	
   632	 2.633	    22.974	   248.074	    -0.053	     0.706	   287.395	     6.798	
   633	 2.638	    22.971	   248.084	    -0.591	     1.778	   287.384	     7.346	
   634	 2.642	    22.432	   247.822	    -0.591	     1.252	   287.895	     6.269	
   635	 2.646	    22.974	   248.080	    -0.053	     0.173	   287.399	     6.256	
   636	 2.650	    22.972	   247.815	    -0.055	     1.246	   287.638	     6.805	
   637	 2.654	    24.050	   248.068	    -0.058	     1.781	   287.884	     7.350	
   638	 2.658	    23.517	   248.591	     0.487	     0.713	   287.646	     6.262	
   639	 2.662	    22.973	   247.556	     0.480	     2.325	   288.135	     6.818	
   640	 2.667	    22.973	   247.556	     0.480	     1.251	   288.391	     6.811	
   641	 2.671	    23.509	   247.552	    -0.060	     1.254	   288.893	     6.815	
   642	 2.675	    22.970	   247.031	     0.476	     1.258	   288.147	     5.733	
   643	 2.679	    22.969	   247.301	    -0.060	     1.792	   288.889	     6.819	
   644	 2.683	    22.969	   247.295	    -0.060	     0.717	   289.141	     6.812	
   645	 2.688	    22.969	   247.301	    -0.060	     2.330	   288.880	     6.824	
   646	 2.692	    22.970	   247.036	     0.476	     1.246	   288.382	     7.349	
   647	 2.696	    23.507	   246.774	     0.471	     1.792	   288.885	     6.819	
   648	 2.700	    22.968	   247.047	    -0.062	     0.719	   288.646	     6.270	
   649	 2.704	    24.048	   247.296	     0.473	     1.792	   288.887	     6.819	
   650	 2.708	    22.965	   245.992	     0.467	     1.793	   289.139	     6.821	
   651	 2.713	    22.964	   246.262	    -0.069	     2.336	   289.140	     6.288	
   652	 2.717	    22.966	   246.257	     0.469	     0.717	   289.146	     6.812	
   653	 2.721	    22.965	   245.998	     0.467	     1.252	   288.637	     6.813	
   654	 2.725	    22.968	   246.517	     0.471	     0.725	   288.900	     5.734	
   655	 2.729	    24.045	   246.253	     1.002	     0.722	   289.145	     6.274	
   656	 2.733	    22.969	   246.782	     0.474	     1.257	   289.387	     6.819	
   657	 2.737	    22.965	   246.003	     0.467	     2.328	   289.375	     7.366	
   658	 2.742	    22.968	   246.528	     0.471	     0.722	   289.890	     6.818	
   659	 2.746	    22.425	   245.741	     0.467	     1.795	   289.383	     6.823	
   660	 2.750	    22.962	   245.478	     0.462	     0.720	   289.641	     6.816	
   661	 2.754	    23.503	   246.001	     0.465	     1.264	   289.146	     5.741	
   662	 2.758	    22.428	   246.266	     0.472	     0.728	   289.398	     5.738	
   663	 2.763	    22.963	   245.738	     0.465	     1.258	   289.637	     6.821	
   664	 2.767	    22.424	   245.482	     0.465	     0.724	   290.140	     6.820	
   665	 2.771	    22.966	   246.257	     0.469	     1.269	   289.897	     5.747	
   666	 2.775	    22.425	   245.747	     0.467	     1.265	   289.891	     6.285	
   667	 2.779	    22.423	   245.222	     0.463	     0.722	   289.890	     6.818	
   668	 2.783	    23.504	   246.260	     0.467	     1.268	   290.392	     6.289	
   669	 2.787	    22.964	   245.474	     1.000	     1.798	   289.883	     6.827	
   670	 2.792	    22.429	   246.002	     1.007	     1.258	   289.638	     6.821	
   671	 2.796	    22.960	   245.219	     0.460	     0.189	   289.898	     6.276	
   672	 2.800	    23.504	   245.731	     1.000	     0.730	   290.395	     6.284	
   673	 2.804	    23.500	   245.482	     0.460	     1.799	   290.134	     6.829	
   674	 2.808	    22.426	   245.482	     1.003	     0.196	   290.403	     5.742	
   675	 2.813	    22.430	   246.531	     0.474	     1.804	   290.139	     6.292	
   676	 2.817	    22.962	   245.479	     0.462	     1.795	   290.128	     7.367	
   677	 2.821	    22.966	   245.739	     1.003	     1.795	   290.128	     7.367	
   678	 2.825	    22.425	   245.747	     0.467	     0.725	   289.645	     6.278	
   679	 2.829	    22.427	   246.006	     0.469	     0.728	   290.143	     6.282	
   680	 2.833	    22.424	   245.482	     0.465	     1.796	   290.380	     7.369	
   681	 2.838	    22.964	   245.480	     1.000	     1.801	   289.637	     6.287	
   682	 2.842	    22.969	   246.259	     1.007	     1.266	   290.143	     6.287	
   683	 2.846	    22.966	   245.734	     1.003	     1.798	   289.883	     6.827	
   684	 2.850	    23.507	   246.256	     1.005	     1.799	   290.132	     6.829	
   685	 2.854	    23.508	   246.515	     1.007	     1.269	   289.895	     5.747	
   686	 2.858	    23.505	   245.996	     1.003	     1.801	   290.383	     6.831	
   687	 2.862	    22.427	   246.007	     0.469	     2.874	   290.626	     7.381	
   688	 2.867	    23.510	   246.516	     1.545	     1.265	   289.891	     6.285	
   689	 2.871	    22.425	   245.747	     0.467	     0.720	   289.641	     6.816	
   690	 2.875	    22.967	   245.999	     1.005	     1.254	   289.633	     7.359	
   691	 2.879	    23.502	   245.471	     0.998	     1.801	   290.383	     6.831	
   692	 2.883	    22.965	   246.004	     0.467	     0.733	   290.149	     5.744	
   693	 2.888	    22.424	   245.487	     0.465	     1.799	   290.132	     6.829	
   694	 2.892	    22.967	   245.999	     1.005	     0.725	   290.391	     6.822	
   695	 2.896	    22.969	   246.259	     1.007	     0.722	   289.141	     6.274	
   696	 2.900	    22.969	   246.259	     1.007	     1.796	   289.634	     6.825	
   697	 2.904	    22.965	   246.004	     0.467	     1.265	   290.643	     6.829	
   698	 2.908	    22.423	   245.222	     0.463	     0.730	   290.394	     6.284	
   699	 2.912	    22.428	   246.272	     0.472	     2.866	   290.120	     7.915	
   700	 2.917	    22.969	   246.259	     1.007	     1.258	   289.638	     6.821	
   701	 2.921	    22.965	   246.009	     0.467	     1.266	   290.143	     6.287	
   702	 2.925	    22.427	   246.007	     0.469	     1.260	   289.887	     6.823	
   703	 2.929	    22.431	   246.261	     1.010	     1.265	   290.641	     6.829	
   704	 2.933	    22.424	   245.482	     0.465	     0.728	   290.146	     6.282	
   705	 2.938	    22.965	   246.004	     0.467	     1.801	   290.389	     6.831	
   706	 2.942	    22.424	   245.482	     0.465	     1.260	   289.887	     6.823	
   707	 2.946	    22.962	   245.479	     0.462	     1.261	   290.138	     6.825	
   708	 2.950	    22.429	   246.007	     1.008	     1.810	   290.399	     5.755	
   709	 2.954	    22.969	   246.264	     1.007	     1.257	   290.134	     7.363	
   710	 2.958	    22.421	   244.962	     0.460	     1.263	   290.392	     6.827	
   711	 2.963	    22.422	   245.492	    -0.073	     1.802	   289.889	     6.289	
   712	 2.967	    22.424	   245.487	     0.465	     0.728	   290.145	     6.282	
   713	 2.971	    22.961	   244.955	     0.996	     0.728	   290.146	     6.282	
   714	 2.975	    22.968	   245.734	     1.541	     1.798	   289.885	     6.827	
   715	 2.979	    23.497	   244.962	     0.456	     1.265	   290.639	     6.829	
   716	 2.983	    22.963	   245.749	     0.465	     1.265	   290.638	     6.829	
   717	 2.987	    22.420	   244.702	     0.458	     2.875	   290.128	     6.839	
   718	 2.992	    22.424	   245.487	     0.465	     1.801	   290.384	     6.831	
   719	 2.996	    22.424	   245.487	     0.465	     1.804	   290.886	     6.835	
   720	 3.000	    22.961	   245.224	     0.460	     1.803	   290.634	     6.833	
   721	 3.004	    22.964	   245.480	     1.000	     1.803	   290.634	     6.833	
   722	 3.008	    22.965	   246.003	     0.467	     1.280	   291.654	     5.761	
   723	 3.013	    22.966	   246.263	     0.469	     1.803	   290.636	     6.833	
   724	 3.017	    22.423	   245.222	     0.463	     1.263	   291.135	     7.371	
   725	 3.021	    22.425	   245.741	     0.467	     1.274	   291.394	     6.297	
   726	 3.025	    22.968	   246.528	     0.471	     1.266	   290.888	     6.831	
   727	 3.029	    23.499	   245.222	     0.458	     1.268	   291.139	     6.833	
   728	 3.033	    23.503	   245.995	     0.465	     1.272	   291.893	     6.839	
   729	 3.037	    22.425	   245.741	     0.467	     1.801	   291.136	     7.375	
   730	 3.042	    22.962	   245.478	     0.462	     1.277	   291.898	     6.301	
   731	 3.046	    22.958	   245.223	    -0.078	     0.736	   290.653	     5.748	
   732	 3.050	    22.962	   245.484	     0.463	     1.271	   290.897	     6.293	
   733	 3.054	    22.419	   244.966	    -0.078	     0.727	   290.642	     6.824	
   734	 3.058	    22.958	   244.699	     0.456	     1.272	   291.149	     6.295	
   735	 3.063	    23.501	   245.211	     0.996	     1.804	   290.139	     6.292	
   736	 3.067	    23.500	   245.481	     0.460	     1.803	   290.639	     6.833	
   737	 3.071	    22.958	   244.699	     0.456	     1.793	   290.631	     7.909	
   738	 3.075	    22.955	   244.704	    -0.082	     0.731	   289.901	     5.742	
   739	 3.079	    23.495	   244.960	    -0.082	     0.721	   290.391	     7.360	
   740	 3.083	    22.960	   244.694	     0.994	     1.799	   290.140	     6.829	
   741	 3.088	    22.950	   243.659	    -0.091	     2.872	   289.629	     6.835	
   742	 3.092	    23.492	   244.446	    -0.087	     0.738	   290.910	     5.750	
   743	 3.096	    22.952	   244.184	    -0.087	     1.795	   290.136	     7.368	
   744	 3.100	    22.950	   243.665	    -0.091	     1.798	   289.890	     6.827	
   745	 3.104	    24.028	   244.178	    -0.091	     0.731	   289.902	     5.742	
   746	 3.108	    22.412	   243.668	    -0.089	     1.795	   290.136	     7.367	
   747	 3.112	    22.956	   244.439	     0.454	     2.333	   290.134	     7.372	
   748	 3.117	    22.416	   244.441	    -0.082	     1.262	   290.145	     6.825	
   749	 3.121	    22.958	   244.704	     0.456	     0.733	   290.156	     5.744	
   750	 3.125	    22.416	   244.971	    -0.615	     1.798	   289.892	     6.827	
   751	 3.129	    23.490	   244.176	    -0.089	     0.727	   290.647	     6.824	
   752	 3.133	    22.961	   245.224	     0.460	     0.733	   290.156	     5.744	
   753	 3.138	    22.420	   245.220	    -0.075	     1.796	   290.387	     7.369	
   754	 3.142	    22.418	   245.225	    -0.613	     0.193	   289.906	     5.738	
   755	 3.146	    24.041	   245.986	     0.462	     0.728	   290.148	     6.282	
   756	 3.150	    23.499	   245.745	    -0.076	     1.263	   290.395	     6.827	
   757	 3.154	    22.963	   245.738	     0.465	     1.262	   290.146	     6.825	
   758	 3.158	    22.962	   245.472	     0.462	     1.263	   290.391	     6.827	
   759	 3.162	    24.042	   246.257	     0.464	     1.800	   290.889	     7.373	
   760	 3.167	    22.959	   245.477	    -0.076	     0.725	   290.393	     6.822	
   761	 3.171	    22.423	   245.745	    -0.071	     1.806	   290.396	     6.294	
   762	 3.175	    23.507	   246.249	     1.005	     1.803	   290.643	     6.833	
   763	 3.179	    22.957	   245.482	    -0.613	     0.725	   290.398	     6.822	
   764	 3.183	    22.962	   246.008	    -0.071	     0.734	   290.408	     5.746	
   765	 3.188	    22.960	   245.483	    -0.075	     1.266	   289.400	     5.743	
   766	 3.192	    22.959	   245.477	    -0.076	     1.260	   289.896	     6.823	
   767	 3.196	    22.963	   245.738	     0.465	     0.720	   289.649	     6.816	
   768	 3.200	    23.498	   245.480	    -0.078	     0.731	   289.907	     5.742	
   769	 3.204	    23.500	   246.005	    -0.073	     1.261	   289.398	     6.281	
   770	 3.208	    22.956	   245.222	    -0.616	     0.728	   290.152	     6.282	
   771	 3.213	    22.964	   246.262	    -0.069	     1.804	   289.400	     5.748	
   772	 3.217	    23.503	   246.524	    -0.069	     0.185	   288.657	     5.728	
   773	 3.221	    23.501	   245.729	     0.462	     0.717	   289.148	     6.812	
   774	 3.225	    22.963	   245.732	     0.465	     0.189	   289.160	     5.732	
   775	 3.229	    24.045	   246.776	     0.469	     0.189	   289.160	     5.732	
   776	 3.233	    22.968	   247.046	    -0.062	     0.190	   288.665	     5.190	
   777	 3.237	    23.506	   246.514	     0.469	     0.722	   288.407	     5.730	
   778	 3.242	    22.965	   246.521	    -0.067	     1.252	   288.645	     6.813	
   779	 3.246	    24.045	   246.771	     0.469	     0.714	   288.649	     6.808	
   780	 3.250	    23.508	   247.033	     0.473	     1.257	   288.651	     6.275	
   781	 3.254	    23.507	   247.297	    -0.062	     0.722	   288.407	     5.730	
   782	 3.258	    22.967	   246.781	    -0.064	     0.720	   288.904	     6.272	
   783	 3.263	    22.961	   246.261	    -0.607	     1.789	   288.392	     6.815	
   784	 3.267	    23.502	   246.783	    -0.605	     0.187	   288.164	     5.186	
   785	 3.271	    22.969	   246.776	     0.474	     0.719	   288.657	     6.270	
   786	 3.275	    23.509	   247.557	    -0.060	     1.246	   287.644	     6.805	
   787	 3.279	    23.505	   246.508	     0.469	     0.717	   288.403	     6.268	
   788	 3.283	    23.504	   246.778	    -0.067	     0.722	   288.407	     5.730	
   789	 3.287	    22.433	   247.569	    -0.055	     0.182	   288.159	     5.724	
   790	 3.292	    22.964	   246.780	    -0.602	     0.713	   287.652	     6.262	
   791	 3.296	    23.505	   247.297	    -0.600	     0.717	   287.656	     5.724	
   792	 3.300	    23.515	   248.337	     0.485	     0.182	   288.160	     5.724	
   793	 3.304	    24.047	   247.554	    -0.062	     1.249	   288.150	     6.809	
   794	 3.308	    22.964	   246.775	    -0.602	     0.717	   287.657	     5.724	
   795	 3.313	    23.514	   248.072	     0.482	     0.714	   287.156	     5.720	
   796	 3.317	    23.511	   247.547	     0.478	     0.714	   287.161	     5.720	
   797	 3.321	    23.515	   248.326	     0.485	     1.249	   287.397	     6.265	
   798	 3.325	    22.975	   248.339	    -0.051	     1.246	   286.898	     6.261	
   799	 3.329	    22.971	   247.560	    -0.058	     1.779	   286.890	     6.803	
   800	 3.333	    21.894	   247.825	    -0.589	     1.781	   287.139	     6.805	
   801	 3.338	    22.969	   247.289	    -0.060	     1.249	   286.647	     5.721	
   802	 3.342	    23.518	   248.857	     0.489	     0.176	   286.409	     5.172	
   803	 3.346	    23.512	   247.807	     0.480	     0.703	   286.150	     6.250	
   804	 3.350	    22.432	   247.822	    -0.591	     0.168	   286.654	     6.250	
   805	 3.354	    23.516	   248.862	    -0.049	     1.246	   286.898	     6.261	
   806	 3.358	    23.514	   248.596	    -0.051	     1.779	   287.639	     7.347	
   807	 3.362	    22.974	   248.080	    -0.053	     0.703	   286.897	     6.794	
   808	 3.367	    22.438	   248.608	    -0.046	     0.170	   286.904	     6.252	
   809	 3.371	    24.058	   249.113	     0.489	     0.706	   287.396	     6.798	
   810	 3.375	    22.982	   249.114	     0.494	     0.703	   286.897	     6.794	
   811	 3.379	    23.517	   248.586	     0.487	     1.246	   286.898	     6.261	
   812	 3.383	    23.518	   248.851	     0.489	     0.711	   287.400	     6.260	
   813	 3.388	    23.518	   248.851	     0.489	     1.246	   286.898	     6.261	
   814	 3.392	    22.974	   248.604	    -0.587	     0.711	   286.654	     5.716	
   815	 3.396	    22.976	   248.599	    -0.049	     0.705	   286.399	     6.252	
   816	 3.400	    23.516	   248.856	    -0.049	     1.235	   286.638	     7.335	
   817	 3.404	    24.055	   249.118	    -0.049	     1.775	   286.884	     7.341	
   818	 3.408	    22.979	   248.594	     0.489	     0.710	   287.155	     6.258	
   819	 3.412	    24.056	   248.854	     0.487	     2.316	   286.635	     6.806	
   820	 3.417	    23.513	   248.337	    -0.053	     1.240	   286.642	     6.797	
   821	 3.421	    22.978	   248.864	    -0.046	     0.711	   286.655	     5.716	
   822	 3.425	    23.514	   248.596	    -0.051	     0.168	   285.904	     5.706	
   823	 3.429	    23.512	   248.071	    -0.056	     0.697	   286.641	     7.330	
   824	 3.433	    22.975	   248.339	    -0.051	     1.246	   286.895	     6.261	
   825	 3.438	    23.518	   248.851	     0.489	     1.781	   286.392	     6.262	
   826	 3.442	    24.056	   248.854	     0.487	     0.703	   286.899	     6.794	
   827	 3.446	    23.516	   248.856	    -0.049	     0.702	   286.645	     6.792	
   828	 3.450	    23.521	   249.370	     0.494	     0.709	   286.400	     5.714	
   829	 3.454	    24.058	   249.108	     0.489	     1.775	   286.138	     6.797	
   830	 3.458	    23.514	   248.066	     0.482	     1.240	   287.392	     7.341	
   831	 3.463	    22.978	   248.859	    -0.046	     1.785	   287.143	     6.268	
   832	 3.467	    23.516	   248.856	    -0.049	     0.712	   286.159	     5.174	
   833	 3.471	    23.516	   248.856	    -0.049	     1.246	   286.151	     5.717	
   834	 3.475	    22.979	   249.118	    -0.044	     0.170	   286.153	     5.708	
   835	 3.479	    22.970	   247.825	    -0.593	     0.708	   286.151	     5.712	
   836	 3.483	    22.978	   248.859	    -0.046	     0.703	   286.896	     6.794	
   837	 3.487	    22.434	   247.817	    -0.053	     1.781	   286.389	     6.262	
   838	 3.492	    22.973	   248.344	    -0.589	     0.713	   286.904	     5.718	
   839	 3.496	    22.974	   248.074	    -0.053	     0.703	   286.896	     6.794	
   840	 3.500	    23.512	   248.077	    -0.056	     1.776	   287.133	     7.343	
   841	 3.504	    24.056	   248.848	     0.487	     0.171	   287.150	     6.254	
   842	 3.508	    23.517	   248.591	     0.487	     0.714	   287.900	     6.264	
   843	 3.513	    22.974	   248.074	    -0.053	     0.711	   287.402	     6.260	
   844	 3.517	    22.974	   248.074	    -0.053	     0.713	   286.904	     5.718	
   845	 3.521	    22.975	   247.810	     0.482	     0.713	   287.651	     6.262	
   846	 3.525	    22.977	   248.335	     0.487	     0.170	   286.899	     6.252	
   847	 3.529	    23.511	   247.542	     0.478	     0.708	   286.900	     6.256	
   848	 3.533	    23.514	   248.602	    -0.051	     0.720	   288.159	     5.728	
   849	 3.537	    22.977	   247.810	     1.021	     1.241	   286.888	     6.799	
   850	 3.542	    22.973	   247.556	     0.480	     0.703	   286.892	     6.794	
   851	 3.546	    23.514	   248.072	     0.482	     0.706	   286.647	     6.254	
   852	 3.550	    22.971	   247.560	    -0.058	     0.722	   287.659	     5.186	
   853	 3.554	    24.051	   247.804	     0.478	     0.708	   286.896	     6.256	
   854	 3.558	    22.968	   247.559	    -0.596	     0.714	   287.901	     6.264	
   855	 3.563	    23.514	   248.072	     0.482	     0.717	   287.654	     5.724	
   856	 3.567	    23.515	   248.332	     0.485	     1.248	   287.893	     6.807	
   857	 3.571	    23.510	   247.288	     0.476	     0.711	   288.146	     6.804	
   858	 3.575	    22.975	   247.815	     0.483	     0.716	   288.151	     6.266	
   859	 3.579	    23.511	   247.547	     0.478	     1.789	   288.390	     6.815	
   860	 3.583	    23.510	   247.817	    -0.058	     1.258	   288.900	     6.277	
   861	 3.588	    23.513	   247.812	     0.480	     1.792	   288.141	     6.276	
   862	 3.592	    23.513	   248.342	    -0.053	     1.257	   288.650	     6.275	
   863	 3.596	    22.969	   247.300	    -0.060	     1.258	   288.899	     6.277	
   864	 3.600	    22.963	   246.520	    -0.605	     0.717	   288.403	     6.268	
   865	 3.604	    23.507	   247.298	    -0.062	     0.185	   288.661	     5.728	
   866	 3.608	    23.508	   247.028	     0.473	     2.326	   288.387	     6.820	
   867	 3.612	    22.968	   247.041	    -0.062	     1.787	   288.143	     6.813	
   868	 3.617	    23.506	   247.038	    -0.065	     0.716	   288.151	     6.266	
   869	 3.621	    23.503	   247.043	    -0.602	     1.249	   288.889	     7.353	
   870	 3.625	    22.965	   246.516	    -0.067	     0.711	   288.892	     7.348	
   871	 3.629	    22.963	   246.526	    -0.604	     0.722	   289.152	     6.274	
   872	 3.633	    22.967	   247.305	    -0.598	     0.184	   289.156	     6.270	
   873	 3.638	    22.430	   247.038	    -0.060	     1.249	   288.888	     7.353	
   874	 3.642	    22.966	   247.045	    -0.600	     0.190	   289.410	     5.734	
   875	 3.646	    22.966	   247.045	    -0.600	     0.722	   289.154	     6.274	
   876	 3.650	    23.507	   246.768	     0.471	     1.252	   289.391	     7.357	
   877	 3.654	    23.503	   246.513	    -0.069	     1.252	   289.391	     7.357	
   878	 3.658	    22.967	   246.781	    -0.064	     1.261	   289.399	     6.281	
   879	 3.662	    22.965	   246.521	    -0.067	     2.331	   289.138	     6.826	
   880	 3.667	    22.958	   245.742	    -0.611	     1.789	   289.136	     7.359	
   881	 3.671	    23.502	   246.259	    -0.071	     1.261	   289.399	     6.281	
   882	 3.675	    21.888	   246.267	    -0.064	     0.722	   289.152	     6.274	
   883	 3.679	    23.496	   245.214	    -0.080	     0.721	   289.652	     6.816	
   884	 3.683	    22.422	   245.480	    -0.073	     0.725	   289.652	     6.278	
   885	 3.688	    22.423	   245.745	    -0.071	     0.722	   289.152	     6.274	
   886	 3.692	    22.960	   246.012	    -0.609	     1.795	   289.392	     6.823	
   887	 3.696	    21.877	   244.709	    -0.615	     1.257	   289.395	     6.819	
   888	 3.700	    22.421	   245.750	    -0.609	     1.265	   289.900	     6.285	
   889	 3.704	    22.957	   245.493	    -0.613	     1.257	   289.395	     6.819	
   890	 3.708	    23.498	   245.215	     0.458	     0.720	   289.647	     6.816	
   891	 3.713	    22.959	   244.953	     0.458	     1.263	   289.648	     6.283	
   892	 3.717	    23.498	   245.215	     0.458	     0.722	   289.149	     6.274	
   893	 3.721	    22.957	   244.958	    -0.080	     1.260	   289.148	     6.279	
   894	 3.725	    21.879	   244.704	    -0.077	     1.268	   289.654	     5.745	
   895	 3.729	    23.498	   245.216	     0.458	     0.728	   290.153	     6.282	
   896	 3.733	    22.959	   244.958	     0.458	     1.795	   290.137	     7.367	
   897	 3.737	    22.959	   244.958	     0.458	     1.263	   289.650	     6.283	
   898	 3.742	    22.962	   245.478	     0.462	     1.263	   289.650	     6.283	
   899	 3.746	    22.423	   245.745	    -0.071	     0.179	   289.898	     7.352	
   900	 3.750	    21.878	   244.974	    -0.613	     1.262	   290.891	     7.369	
   901	 3.754	    22.958	   245.223	    -0.078	     0.728	   290.150	     6.282	
   902	 3.758	    22.960	   245.218	     0.460	     1.269	   290.651	     6.291	
   903	 3.763	    22.960	   245.218	     0.460	     1.263	   290.395	     6.827	
   904	 3.767	    22.958	   244.699	     0.456	     0.196	   289.661	     5.198	
   905	 3.771	    22.960	   245.483	    -0.075	     0.198	   290.662	     5.744	
   906	 3.775	    22.963	   245.743	     0.465	     0.725	   290.398	     6.822	
   907	 3.779	    23.490	   244.170	    -0.089	     1.803	   290.642	     6.833	
   908	 3.783	    22.960	   245.483	    -0.075	     0.731	   290.654	     6.286	
   909	 3.787	    22.958	   245.223	    -0.078	     2.875	   290.136	     6.839	
   910	 3.792	    22.417	   244.701	    -0.080	     0.728	   290.900	     6.826	
   911	 3.796	    22.958	   245.223	    -0.078	     0.727	   289.898	     6.280	
   912	 3.800	    22.962	   245.478	     0.462	     0.734	   290.408	     5.746	
   913	 3.804	    23.499	   245.215	     0.458	     1.262	   290.146	     6.825	
   914	 3.808	    22.414	   244.182	    -0.084	     0.192	   290.407	     6.280	
   915	 3.813	    22.958	   245.223	    -0.078	     1.266	   290.146	     6.287	
   916	 3.817	    22.417	   244.707	    -0.080	     1.265	   289.900	     6.285	
   917	 3.821	    22.420	   244.702	     0.458	     0.190	   290.158	     6.278	
   918	 3.825	    22.962	   245.478	     0.462	     0.185	   289.402	     6.272	
   919	 3.829	    23.494	   245.225	    -0.618	     1.266	   290.150	     6.287	
   920	 3.833	    22.420	   245.226	    -0.075	     1.799	   290.144	     6.829	
   921	 3.838	    21.877	   244.708	    -0.615	     1.801	   289.646	     6.287	
   922	 3.842	    21.881	   245.493	    -0.609	     0.728	   290.152	     6.282	
   923	 3.846	    22.958	   245.223	    -0.078	     1.798	   289.892	     6.827	
   924	 3.850	    22.955	   244.698	    -0.082	     0.201	   290.416	     5.204	
   925	 3.854	    23.498	   245.480	    -0.078	     1.265	   290.646	     6.829	
   926	 3.858	    22.418	   245.231	    -0.613	     0.733	   290.904	     6.288	
   927	 3.862	    21.881	   245.493	    -0.609	     2.877	   290.386	     6.841	
   928	 3.867	    22.960	   245.213	     0.460	     0.204	   290.918	     5.208	
   929	 3.871	    22.423	   245.740	    -0.071	     1.265	   290.646	     6.829	
   930	 3.875	    22.424	   246.005	    -0.069	     1.261	   290.141	     6.825	
   931	 3.879	    22.956	   245.222	    -0.616	     1.265	   289.895	     6.285	
   932	 3.883	    22.961	   245.742	    -0.073	     0.738	   290.912	     5.750	
   933	 3.888	    22.422	   245.480	    -0.073	     1.262	   290.146	     6.825	
   934	 3.892	    22.959	   245.747	    -0.611	     0.731	   289.907	     5.742	
   935	 3.896	    22.422	   245.486	    -0.073	     0.730	   289.653	     5.740	
   936	 3.900	    22.961	   245.742	    -0.073	     1.271	   290.154	     5.749	
   937	 3.904	    23.497	   245.474	    -0.078	     1.263	   290.397	     6.827	
   938	 3.908	    22.962	   245.478	     0.462	     0.736	   290.658	     5.748	
   939	 3.912	    22.423	   245.216	     0.463	     1.801	   290.391	     6.831	
   940	 3.917	    22.955	   244.698	    -0.082	     1.801	   290.394	     6.832	
   941	 3.921	    22.958	   245.223	    -0.078	     0.733	   290.153	     5.744	
   942	 3.925	    23.496	   245.220	    -0.080	     0.730	   289.653	     5.740	
   943	 3.929	    22.953	   244.703	    -0.620	     0.734	   290.407	     5.746	
   944	 3.933	    22.958	   245.217	    -0.078	    -0.339	   290.915	     5.741	
   945	 3.938	    22.954	   244.968	    -0.618	     0.733	   290.153	     5.744	
   946	 3.942	    22.417	   244.707	    -0.080	     0.730	   290.404	     6.284	
   947	 3.946	    22.413	   244.446	    -0.620	     0.727	   290.648	     6.824	
   948	 3.950	    22.959	   244.959	     0.458	     0.193	   290.657	     6.282	
   949	 3.954	    24.035	   244.953	     0.453	     1.804	   291.642	     7.379	
   950	 3.958	    22.949	   243.918	    -0.627	     1.263	   290.396	     6.827	
   951	 3.963	    22.419	   244.966	    -0.078	     1.277	   291.155	     5.757	
   952	 3.967	    23.493	   244.701	    -0.085	     1.806	   291.144	     6.837	
   953	 3.971	    22.416	   244.971	    -0.615	     1.266	   290.895	     6.831	
   954	 3.975	    22.413	   244.446	    -0.620	     0.195	   290.156	     5.740	
   955	 3.979	    23.492	   244.441	    -0.087	     0.737	   290.907	     5.750	
   956	 3.983	    22.954	   244.444	    -0.084	     1.803	   291.388	     7.377	
   957	 3.987	    22.955	   244.174	     0.451	     1.798	   290.634	     7.371	
   958	 3.992	    22.419	   244.966	    -0.078	     0.736	   290.655	     5.748	
   959	 3.996	    22.954	   244.450	    -0.084	     1.803	   290.642	     6.833	
   960	 4.000	    22.954	   244.438	    -0.084	     1.257	   290.887	     7.907	
